GENDER,RACE,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,VEHICLE_TYPE,PAST_ACCIDENTS_occurred,PAST_ACCIDENTS_log_magnitude,SPEEDING_VIOLATIONS_occurred,SPEEDING_VIOLATIONS_log_magnitude,DUIS_occurred,DUIS_log_magnitude,AGE_26-39,AGE_40-64,AGE_65+,DRIVING_EXPERIENCE_10-19y,DRIVING_EXPERIENCE_20-29y,DRIVING_EXPERIENCE_30y+,EDUCATION_none,EDUCATION_university,INCOME_poverty,INCOME_upper class,INCOME_working class,POSTAL_CODE_21217,POSTAL_CODE_32765,POSTAL_CODE_92101
0,0,0.9242956309206491,1.0,1,1.0,1.0,-0.6048491151255841,0,1,1.4279541154009234,1,2.694583084857228,0,-0.4636186520506451,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,0,-0.581016560513686,0.0,1,0.0,1.0,0.4716897821647807,0,0,-0.7851326745135231,1,1.055776423641708,1,2.9502654284521292,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,-0.22088974709927578,1.0,0,0.0,0.0,0.11284348306799238,0,0,-0.7851326745135231,1,1.055776423641708,0,-0.4636186520506451,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,0,-0.8725048564451195,0.0,0,0.0,0.0,0.4716897821647807,0,1,0.32141072044370017,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,0,1,0,0,1,1,0,0
0,0,0.8565796173436874,1.0,0,1.0,1.0,-0.2460028160287959,0,1,0.9686971119143556,1,1.366036117475827,1,2.9502654284521292,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1,0,-0.041180954592451476,1.0,1,1.0,0.0,-1.681388012415949,0,1,0.32141072044370017,0,-0.8717328479095953,0,-0.4636186520506451,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,0,1.7824878485628464,1.0,0,1.0,1.0,-0.6048491151255841,0,1,1.4279541154009234,0,-0.8717328479095953,1,1.6903023895824918,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0,0.35983657139004555,1.0,1,0.0,0.0,0.830536081261569,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0.01207426445825691,1.0,1,0.0,1.0,-1.3225417133191608,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,-0.20027451178369435,1.0,0,0.0,1.0,0.11284348306799238,0,1,0.32141072044370017,1,0.09202178786605632,0,-0.4636186520506451,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1.5032816674613614,1.0,0,1.0,1.0,-0.2460028160287959,0,1,1.4279541154009234,1,1.366036117475827,0,-0.4636186520506451,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1,0,-1.1347274355790133,1.0,0,0.0,1.0,0.830536081261569,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1.201909777112421,1.0,0,0.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,0,-0.8717328479095953,1,1.6903023895824918,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,-0.6894398013832598,0.0,0,0.0,1.0,-0.6048491151255841,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.1049501742442103,1.0,0,0.0,1.0,0.830536081261569,0,1,2.075240506871579,1,1.366036117475827,0,-0.4636186520506451,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,1,-1.7393752945438588,0.0,0,0.0,0.0,0.4716897821647807,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.5144608689299888,1.0,0,1.0,0.0,-0.6048491151255841,0,1,0.9686971119143556,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,-0.04648509122276268,1.0,1,1.0,1.0,-1.3225417133191608,0,1,0.9686971119143556,1,0.6557821096909887,0,-0.4636186520506451,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1.1637430043778674,1.0,1,1.0,1.0,-0.9636954142223725,0,1,0.32141072044370017,0,-0.8717328479095953,0,-0.4636186520506451,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1,0,-0.9692675914964127,1.0,0,0.0,0.0,1.1893823803583572,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1.5540301375250503,1.0,0,1.0,0.0,0.11284348306799238,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1,0,0.42819557342047904,1.0,0,0.0,1.0,-0.9636954142223725,0,1,0.32141072044370017,1,0.6557821096909887,0,-0.4636186520506451,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,0.3133363949313286,0.0,0,0.0,0.0,0.4716897821647807,0,1,0.9686971119143556,1,0.6557821096909887,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,-0.09815102565728567,1.0,0,0.0,1.0,-0.6048491151255841,1,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,-0.08200276515691138,1.0,0,1.0,1.0,-0.9636954142223725,0,1,0.32141072044370017,1,0.09202178786605632,0,-0.4636186520506451,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,1,-1.144277182483211,1.0,0,1.0,0.0,0.4716897821647807,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,-0.06860044259270262,0.0,0,0.0,1.0,-0.6048491151255841,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0.5416139140604975,1.0,0,1.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,1,0.09202178786605632,0,-0.4636186520506451,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0.6935508211109389,1.0,0,0.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,1.173351512103202,1.0,1,0.0,1.0,-0.2460028160287959,0,1,0.32141072044370017,1,0.09202178786605632,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,-0.7836322783342072,1.0,0,0.0,1.0,-0.9636954142223725,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0.45328755772094204,1.0,1,1.0,1.0,0.830536081261569,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,-0.2038430630023061,0.0,0,0.0,1.0,-0.9636954142223725,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,-1.0393009153267314,1.0,0,0.0,1.0,-1.3225417133191608,0,1,1.4279541154009234,1,0.09202178786605632,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0.5938154887206573,1.0,1,0.0,1.0,1.1893823803583572,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,1,1.331374149802666,1.0,1,1.0,1.0,0.4716897821647807,0,1,0.32141072044370017,1,0.6557821096909887,1,1.6903023895824918,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,0,-0.003979879681839848,1.0,1,0.0,1.0,0.11284348306799238,0,1,0.32141072044370017,1,0.6557821096909887,0,-0.4636186520506451,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1.2586822873543821,1.0,1,1.0,1.0,-0.6048491151255841,0,1,0.32141072044370017,1,2.0195310594173597,0,-0.4636186520506451,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,0,-0.4134769512695622,1.0,1,1.0,1.0,-1.3225417133191608,0,0,-0.7851326745135231,1,1.366036117475827,0,-0.4636186520506451,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0,0,-1.5591497882329826,1.0,0,1.0,1.0,-0.6048491151255841,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0.8584861449965465,1.0,0,1.0,1.0,-0.9636954142223725,0,1,1.4279541154009234,1,1.366036117475827,1,1.6903023895824918,0,0,1,1,0,0,0,1,0,1,0,0,1,0
0,0,-1.8887030213818825,0.0,0,0.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,1,1.055776423641708,0,-0.4636186520506451,1,0,0,1,0,0,1,0,1,0,0,0,1,0
0,0,-0.5946197505816176,0.0,0,0.0,1.0,0.830536081261569,0,1,1.4279541154009234,1,0.6557821096909887,0,-0.4636186520506451,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,-1.1313737636823853,1.0,1,0.0,1.0,0.4716897821647807,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,-1.2091359501237298,0.0,0,1.0,1.0,-1.3225417133191608,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0.0970487514839822,1.0,1,0.0,1.0,-1.3225417133191608,0,1,1.4279541154009234,1,0.6557821096909887,1,1.6903023895824918,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0.6158666160906993,1.0,1,0.0,0.0,0.830536081261569,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,-1.6141881189572915,1.0,0,0.0,0.0,2.6247675767455103,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1.9381687561989565,1.0,0,0.0,0.0,0.830536081261569,0,1,0.32141072044370017,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,-0.6813832515520474,1.0,0,0.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0.25979023583286415,1.0,0,1.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0.5067924845425635,0.0,0,0.0,1.0,-1.3225417133191608,0,1,0.32141072044370017,1,0.6557821096909887,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0.6457733041423961,1.0,1,1.0,1.0,-0.2460028160287959,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,-0.925356114070923,1.0,0,1.0,1.0,-1.3225417133191608,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1.2139657330688816,1.0,0,0.0,1.0,0.4716897821647807,0,1,1.4279541154009234,1,0.09202178786605632,1,1.6903023895824918,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0,0,-1.263511012448261,0.0,0,1.0,1.0,-0.6048491151255841,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,-0.3818328378523154,0.0,0,0.0,0.0,0.4716897821647807,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1,0,1.3876635442018996,0.0,1,1.0,1.0,0.4716897821647807,0,1,1.4279541154009234,1,0.09202178786605632,0,-0.4636186520506451,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,1,-1.8825048466695729,0.0,0,0.0,0.0,-0.6048491151255841,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.26537126716770404,1.0,0,1.0,0.0,0.830536081261569,0,1,0.9686971119143556,1,0.6557821096909887,0,-0.4636186520506451,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,-0.40058739427001394,1.0,1,1.0,1.0,-0.2460028160287959,0,1,1.4279541154009234,1,1.055776423641708,0,-0.4636186520506451,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,0.5565099099225853,1.0,1,1.0,0.0,0.4716897821647807,0,1,0.9686971119143556,0,-0.8717328479095953,0,-0.4636186520506451,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,0.8132368052744224,1.0,0,0.0,0.0,1.9070749785519339,0,1,0.32141072044370017,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,-0.08133273946839922,1.0,0,0.0,1.0,-0.6048491151255841,0,1,1.7841815224496964,1,1.055776423641708,0,-0.4636186520506451,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0.7731660786232185,1.0,0,0.0,0.0,0.4716897821647807,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,-0.3183881376481499,1.0,1,1.0,0.0,-0.6048491151255841,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0.8257812594146193,1.0,1,1.0,1.0,0.4716897821647807,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0,-0.918574266964748,1.0,0,0.0,0.0,1.1893823803583572,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,-2.0686335640740388,0.0,0,0.0,0.0,1.9070749785519339,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0.1641918340528035,1.0,1,0.0,1.0,-0.2460028160287959,0,1,1.4279541154009234,1,1.6195367454666403,1,1.6903023895824918,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1,0,0.20402331452863412,1.0,0,1.0,1.0,0.4716897821647807,0,0,-0.7851326745135231,0,-0.8717328479095953,1,1.6903023895824918,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.4855379451032756,1.0,0,1.0,0.0,1.1893823803583572,0,1,0.9686971119143556,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0.8604417719633176,1.0,0,0.0,1.0,1.5482286794551456,0,0,-0.7851326745135231,1,0.09202178786605632,0,-0.4636186520506451,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,1.5869392763716619,1.0,1,1.0,1.0,-0.2460028160287959,0,1,0.9686971119143556,1,2.183297067291573,1,1.6903023895824918,0,1,0,0,1,0,0,1,0,1,0,0,1,0
0,0,1.4538381804537823,1.0,1,0.0,0.0,0.830536081261569,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0.22349873062510384,1.0,0,0.0,0.0,1.5482286794551456,0,1,0.32141072044370017,1,0.09202178786605632,0,-0.4636186520506451,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,0.017574262394721915,1.0,1,0.0,0.0,1.5482286794551456,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,-0.9585108000749467,1.0,1,0.0,1.0,0.830536081261569,0,1,0.9686971119143556,1,0.6557821096909887,0,-0.4636186520506451,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,1,-1.1691742815495425,1.0,0,0.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0.18273980149976093,1.0,0,0.0,1.0,0.830536081261569,0,0,-0.7851326745135231,1,0.09202178786605632,0,-0.4636186520506451,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,-0.009732023989374268,1.0,0,1.0,1.0,0.4716897821647807,1,0,-0.7851326745135231,0,-0.8717328479095953,1,1.6903023895824918,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1.0085663455547458,0.0,0,1.0,1.0,-0.6048491151255841,0,1,0.32141072044370017,1,0.6557821096909887,1,1.6903023895824918,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0,1.2728002684319792,1.0,0,1.0,1.0,-0.6048491151255841,0,1,0.9686971119143556,1,1.055776423641708,0,-0.4636186520506451,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,0,-0.4252271491828863,1.0,1,1.0,1.0,-0.6048491151255841,0,1,0.32141072044370017,0,-0.8717328479095953,0,-0.4636186520506451,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,1.2399701716683456,1.0,0,0.0,1.0,1.9070749785519339,0,0,-0.7851326745135231,1,0.09202178786605632,0,-0.4636186520506451,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1.8632831332501194,0.0,0,1.0,1.0,-1.3225417133191608,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,-1.4334898301926118,0.0,0,0.0,1.0,-0.9636954142223725,1,1,0.9686971119143556,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,1,0,0,1,0,1,0,0,0,0,0
0,1,0.6619603313821817,1.0,1,1.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,1,0,1,0,0,0,1,0,1,0,0,0,1
1,0,-0.6601265734672289,1.0,0,1.0,1.0,0.11284348306799238,0,1,0.9686971119143556,1,0.09202178786605632,0,-0.4636186520506451,0,0,1,1,0,0,0,0,0,0,0,0,1,0
0,0,-0.396556875203986,0.0,1,0.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0.7584481869702493,1.0,0,0.0,1.0,0.4716897821647807,0,1,2.321327371789969,1,0.6557821096909887,0,-0.4636186520506451,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,-0.9133059032292795,0.0,0,1.0,0.0,-0.9636954142223725,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0.9410860972754785,1.0,1,0.0,1.0,-0.2460028160287959,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,-0.4779252869666348,0.0,0,1.0,1.0,-3.116773208803102,0,1,1.4279541154009234,1,2.183297067291573,1,1.6903023895824918,0,1,0,0,1,0,0,1,1,0,0,0,1,0
0,1,-0.9176994692692829,1.0,0,1.0,1.0,0.11284348306799238,0,0,-0.7851326745135231,1,0.09202178786605632,0,-0.4636186520506451,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0.5262433239264063,1.0,1,1.0,1.0,0.4716897821647807,0,1,1.7841815224496964,1,1.055776423641708,1,1.6903023895824918,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,1,-1.0550307954697686,1.0,1,1.0,1.0,-2.0402343115127373,0,1,0.32141072044370017,1,1.055776423641708,1,1.6903023895824918,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0.8945659193843712,1.0,1,1.0,1.0,1.1893823803583572,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1,1,-0.08681935499612219,0.0,0,0.0,0.0,0.4716897821647807,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0.12316675747631621,0.0,0,1.0,0.0,-0.2460028160287959,0,1,0.32141072044370017,1,0.09202178786605632,0,-0.4636186520506451,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1,0,0.8934598339821277,1.0,1,1.0,1.0,1.1893823803583572,0,1,0.32141072044370017,0,-0.8717328479095953,0,-0.4636186520506451,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1,0,0.28307411865479254,1.0,0,1.0,0.0,-0.6048491151255841,1,0,-0.7851326745135231,1,0.6557821096909887,1,1.6903023895824918,0,1,0,0,1,0,0,0,0,0,1,0,1,0
0,0,-1.7901977629018238,0.0,1,0.0,1.0,-0.2460028160287959,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,-0.0187102695138908,1.0,0,0.0,1.0,0.830536081261569,0,1,0.9686971119143556,1,1.055776423641708,0,-0.4636186520506451,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,0,1.1188504330145335,1.0,1,1.0,1.0,-0.2460028160287959,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1.0715875605052818,1.0,0,0.0,1.0,1.5482286794551456,0,1,0.32141072044370017,1,0.6557821096909887,0,-0.4636186520506451,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,-1.2531141484591763,0.0,0,0.0,0.0,1.9070749785519339,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,-0.48552670063330605,1.0,0,0.0,0.0,0.830536081261569,0,0,-0.7851326745135231,0,-0.8717328479095953,0,-0.4636186520506451,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0.3013416321666086,1.0,0,1.0,0.0,-1.3225417133191608,0,1,0.9686971119143556,1,1.366036117475827,0,-0.4636186520506451,0,0,1,1,0,0,0,1,0,1,0,0,1,0
1,0,-1.2940590631567523,1.0,0,0.0,1.0,0.11284348306799238,0,1,0.32141072044370017,1,0.6557821096909887,0,-0.4636186520506451,0,1,0,0,1,0,1,0,0,0,1,1,0,0
