ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
554995,1,0,1,1,3,4,0.5853420947575604,1.0,0,1.0,1.0,10238,12000.0,1,0,0,0,1.0
680717,4,0,1,4,1,3,0.5987396054343311,1.0,0,1.0,1.0,10238,14000.0,0,6,1,3,0.0
978021,3,0,1,3,3,4,0.6026557000791793,1.0,1,1.0,1.0,10238,7000.0,0,4,0,6,0.0
509815,2,1,1,1,2,2,0.5114570584803535,1.0,1,1.0,1.0,32765,,0,0,0,0,0.0
6676,3,1,1,3,2,4,0.5586591735288894,0.0,0,0.0,1.0,10238,15000.0,0,3,0,2,0.0
362280,3,0,1,2,2,2,0.6284070137170304,0.0,0,0.0,0.0,10238,13000.0,0,0,0,0,1.0
883018,3,0,1,1,2,2,0.5057903732571783,1.0,0,0.0,1.0,10238,13000.0,0,0,0,0,0.0
889355,2,1,1,2,3,4,0.7268184180645275,1.0,0,1.0,1.0,10238,15000.0,0,2,0,0,0.0
198273,4,0,1,3,3,4,0.6904423335733175,1.0,1,1.0,1.0,32765,9000.0,0,8,0,2,0.0
197763,3,0,1,3,3,4,0.4796771646619314,0.0,1,1.0,0.0,10238,14000.0,0,1,0,2,0.0
55670,2,0,1,2,3,4,,1.0,1,1.0,1.0,10238,11000.0,0,3,1,0,0.0
545941,3,1,1,3,1,2,0.4405592041968235,1.0,1,1.0,1.0,10238,11000.0,0,1,0,2,0.0
814196,1,1,1,1,1,3,0.634052597196068,1.0,0,0.0,1.0,32765,,0,0,0,0,1.0
560160,1,1,1,1,2,1,0.4574695879943666,0.0,0,0.0,0.0,10238,,0,0,0,0,0.0
320444,2,0,1,1,1,1,0.3086490182004943,0.0,0,0.0,1.0,10238,14000.0,0,0,0,0,0.0
305793,1,0,1,1,2,1,0.2458351852340737,0.0,0,1.0,1.0,10238,11000.0,0,0,0,0,1.0
362190,1,0,1,1,2,1,0.3056465190413162,0.0,0,0.0,0.0,10238,14000.0,0,0,0,0,1.0
62647,2,0,1,2,2,4,0.7440140862681482,1.0,0,0.0,0.0,10238,13000.0,0,2,0,1,0.0
296948,3,0,1,2,3,4,0.6704645467899408,1.0,1,1.0,1.0,10238,14000.0,0,0,0,0,0.0
673660,4,1,1,4,2,4,0.6830407984824192,0.0,1,1.0,1.0,10238,10000.0,0,4,1,3,0.0
945867,1,0,1,1,3,3,0.828628569053192,1.0,0,0.0,0.0,10238,13000.0,0,0,0,0,1.0
391880,4,0,1,4,1,3,,1.0,0,1.0,1.0,32765,10000.0,0,12,2,2,0.0
241973,4,1,1,4,2,4,0.6293380939717407,1.0,0,1.0,0.0,10238,11000.0,0,2,0,2,0.0
429503,1,0,1,1,2,1,0.28372421050714,0.0,0,0.0,1.0,10238,15000.0,0,0,0,0,1.0
810013,1,0,1,1,3,2,0.4576486815858435,1.0,1,0.0,0.0,10238,14000.0,1,0,0,0,1.0
663458,1,1,1,1,2,1,0.3049876423937953,0.0,0,0.0,0.0,10238,15000.0,0,0,0,0,1.0
879976,1,0,1,1,2,2,0.5517442884135392,0.0,0,1.0,1.0,32765,10000.0,0,0,0,0,1.0
418841,1,0,0,1,1,1,0.3186855562451054,1.0,0,1.0,0.0,32765,9000.0,0,0,0,0,1.0
542236,2,0,0,2,1,2,0.436944194154781,1.0,0,0.0,0.0,10238,12000.0,0,3,0,0,0.0
937573,3,0,1,2,3,4,0.6291939843221722,1.0,0,1.0,1.0,32765,7000.0,0,5,0,1,0.0
670850,1,0,1,1,3,2,0.4055600158887265,1.0,0,0.0,0.0,10238,17000.0,0,0,0,0,1.0
151252,1,0,1,1,3,3,0.6235462115803201,1.0,0,1.0,0.0,10238,11000.0,0,0,0,0,0.0
706349,4,0,1,2,3,4,0.7270329897821235,1.0,0,1.0,1.0,10238,10000.0,0,1,1,2,0.0
602998,4,0,1,3,1,2,0.426828388879915,1.0,0,1.0,0.0,10238,14000.0,0,3,1,7,0.0
242772,2,1,1,2,1,3,0.5036589704487734,1.0,0,0.0,1.0,10238,10000.0,0,1,2,0,0.0
393449,2,1,1,2,2,3,,0.0,0,0.0,0.0,10238,12000.0,0,2,0,0,0.0
380740,4,0,1,4,3,4,0.7264400018455291,1.0,1,1.0,1.0,10238,7000.0,0,2,0,3,0.0
938115,1,1,1,1,1,1,0.2444900931240796,0.0,0,0.0,1.0,32765,,0,0,0,0,1.0
727943,1,0,1,1,3,3,0.5757707974509628,1.0,0,0.0,0.0,10238,11000.0,0,0,0,0,1.0
766309,1,0,1,1,2,1,,0.0,0,0.0,0.0,10238,10000.0,1,0,0,0,1.0
261229,1,0,1,1,3,2,0.468671965728324,1.0,1,0.0,1.0,32765,9000.0,0,0,0,0,1.0
60866,4,0,1,3,3,4,0.6970834558464781,0.0,1,0.0,1.0,10238,13000.0,0,3,0,2,0.0
752797,3,1,1,3,2,2,0.5429181079423034,1.0,0,0.0,0.0,10238,15000.0,0,1,1,0,0.0
45002,4,0,1,4,2,4,0.6722562535141292,1.0,0,1.0,1.0,10238,9000.0,0,4,1,2,0.0
482448,1,0,1,1,1,1,0.3864066185703315,0.0,0,0.0,0.0,32765,8000.0,0,0,0,0,1.0
549142,1,0,1,1,3,3,0.5512978330713669,1.0,0,1.0,1.0,10238,12000.0,0,0,0,0,1.0
95138,3,0,1,3,2,3,0.5985570254244251,0.0,1,1.0,0.0,10238,14000.0,0,4,1,4,0.0
851152,2,1,1,2,1,2,,0.0,0,1.0,1.0,10238,,0,0,0,1,0.0
615991,3,1,1,3,2,4,0.5824219946087406,1.0,1,1.0,1.0,10238,11000.0,0,2,0,1,0.0
424820,2,1,0,2,2,3,0.540182723180248,1.0,0,1.0,1.0,10238,,0,0,0,1,0.0
807847,4,0,1,3,3,4,0.6330139475122963,1.0,1,0.0,1.0,10238,14000.0,0,3,1,4,0.0
758983,3,0,1,3,2,3,0.552204630296896,1.0,1,1.0,0.0,32765,12000.0,0,6,0,3,0.0
987114,2,1,1,1,3,3,0.3266816101781183,0.0,0,0.0,0.0,10238,16000.0,0,0,0,0,1.0
873457,3,0,0,3,2,3,0.5880825424047316,1.0,0,1.0,1.0,10238,13000.0,0,7,1,1,0.0
699703,4,1,1,1,3,4,0.7022748020975709,0.0,0,1.0,1.0,92101,10000.0,0,0,0,0,1.0
563342,4,1,1,1,3,4,0.7266055391975765,1.0,0,0.0,1.0,10238,13000.0,0,0,0,0,0.0
504412,2,0,1,2,3,2,,0.0,0,1.0,1.0,10238,12000.0,0,3,2,3,1.0
284106,4,0,1,4,3,4,0.73238212135242,1.0,0,1.0,1.0,10238,12000.0,0,5,1,5,0.0
78189,1,1,1,1,1,1,0.2012839211827758,1.0,0,0.0,0.0,32765,12000.0,0,0,0,0,1.0
427520,2,0,1,2,3,3,0.4641607076311848,0.0,0,0.0,0.0,10238,16000.0,0,0,1,0,0.0
689030,3,1,1,3,3,4,0.6579677428053038,1.0,1,1.0,0.0,92101,13000.0,0,1,0,1,0.0
966467,4,0,1,4,3,4,0.6002161554309658,1.0,0,1.0,1.0,10238,13000.0,0,5,2,4,0.0
288712,4,0,1,4,3,4,0.6663760181644964,1.0,1,1.0,1.0,10238,12000.0,0,3,0,7,0.0
228114,2,0,1,1,2,2,0.4031472802313768,1.0,0,1.0,1.0,10238,10000.0,0,0,0,0,0.0
63715,4,0,1,3,3,4,0.4169350441301069,1.0,0,0.0,1.0,10238,13000.0,0,5,1,5,0.0
624077,4,1,1,4,1,4,0.5948797136778915,1.0,0,1.0,1.0,32765,8000.0,1,10,0,1,0.0
726352,2,0,0,2,1,1,0.3804265034620669,0.0,0,1.0,1.0,10238,16000.0,0,1,0,1,0.0
150072,1,1,1,1,1,1,,0.0,0,0.0,0.0,21217,14000.0,0,0,0,0,1.0
792396,4,1,1,4,3,4,0.680617632406099,1.0,0,1.0,1.0,10238,12000.0,0,1,2,2,0.0
768933,3,0,0,1,2,2,0.3559504699938693,1.0,0,0.0,1.0,10238,16000.0,0,0,0,0,1.0
452356,3,1,1,2,1,3,,1.0,0,0.0,1.0,32765,10000.0,0,2,0,0,0.0
849811,4,1,0,4,2,4,0.587831426389767,1.0,1,1.0,0.0,32765,,1,3,0,1,0.0
579336,4,1,1,2,3,4,0.5733880426029547,1.0,1,1.0,1.0,10238,10000.0,0,0,0,2,0.0
648922,1,0,1,1,3,3,0.2964062828237805,1.0,0,0.0,0.0,10238,13000.0,0,0,0,0,1.0
47909,4,0,1,2,3,4,0.4295096986208441,1.0,0,1.0,1.0,10238,10000.0,0,1,0,4,0.0
619577,4,1,1,4,3,4,0.6885687186194461,1.0,1,0.0,1.0,92101,11000.0,0,2,0,0,0.0
212678,4,1,1,3,3,4,0.700017431968704,1.0,1,0.0,1.0,32765,13000.0,0,1,0,1,0.0
579720,2,0,1,2,3,2,0.4495886310379405,0.0,0,0.0,1.0,10238,,1,0,0,1,1.0
995884,3,1,1,3,3,4,0.6900455818778344,1.0,1,1.0,0.0,10238,11000.0,0,2,1,1,0.0
226326,3,1,0,2,3,2,0.4960298730510012,1.0,1,0.0,0.0,10238,13000.0,0,0,0,1,0.0
943922,2,0,1,2,3,4,0.6563457625165399,0.0,1,1.0,1.0,32765,6000.0,0,8,0,0,0.0
510116,3,0,1,1,2,3,0.4983566259941653,1.0,1,0.0,1.0,10238,12000.0,0,0,0,0,0.0
536546,1,1,1,1,3,3,0.5463825431033477,1.0,0,1.0,1.0,10238,12000.0,0,0,0,0,0.0
75592,3,1,1,2,2,2,0.3158628767091658,1.0,0,0.0,1.0,10238,11000.0,0,0,0,1,0.0
487116,2,0,1,2,1,2,0.5300643171181573,1.0,0,0.0,0.0,10238,,0,1,0,2,1.0
936820,2,1,1,2,2,2,0.3578391720711443,1.0,0,0.0,1.0,32765,12000.0,0,1,0,0,1.0
634050,4,0,1,2,3,4,0.672756052841708,1.0,1,1.0,1.0,10238,9000.0,0,1,0,2,0.0
307397,3,0,1,3,3,4,0.7419993760301162,1.0,1,0.0,1.0,10238,,0,2,0,2,0.0
558748,4,1,1,4,3,4,0.6226519789949738,1.0,1,1.0,1.0,10238,11000.0,0,1,0,0,0.0
856630,1,1,1,1,2,3,0.4801406677163008,0.0,1,0.0,0.0,32765,14000.0,0,0,0,0,1.0
200009,4,0,1,4,3,4,0.6787954309829434,1.0,1,1.0,1.0,10238,11000.0,0,5,1,3,0.0
784462,4,0,1,4,3,4,,1.0,0,1.0,1.0,32765,10000.0,0,13,1,6,0.0
792252,3,1,1,3,3,4,0.5152467080125883,1.0,1,0.0,1.0,10238,12000.0,0,2,0,1,0.0
462586,2,0,1,2,1,2,0.4899205986325767,1.0,0,0.0,1.0,10238,13000.0,0,3,0,1,0.0
577965,4,0,1,4,2,3,0.4219579486132668,1.0,0,0.0,1.0,10238,11000.0,0,4,0,6,0.0
818248,3,0,1,3,3,4,0.5843548496662949,1.0,0,0.0,0.0,10238,,0,1,0,2,0.0
491438,1,0,1,1,1,1,,0.0,0,0.0,0.0,10238,9000.0,0,0,0,0,1.0
896587,4,1,1,4,2,4,0.5581569698935803,1.0,1,0.0,1.0,10238,14000.0,0,0,0,0,0.0
431538,1,0,1,1,2,1,0.19414954837432,0.0,0,1.0,0.0,10238,12000.0,1,0,0,0,1.0
164516,1,0,1,1,2,1,0.300497330390378,0.0,0,0.0,0.0,10238,13000.0,0,0,0,0,1.0
479577,3,1,1,3,3,4,0.6670906918498556,1.0,1,1.0,1.0,10238,7000.0,0,4,0,0,0.0
395233,3,0,1,1,2,4,0.6130724079074048,1.0,0,1.0,0.0,10238,,0,0,0,0,1.0
221838,3,0,1,2,3,4,,1.0,1,1.0,0.0,10238,11000.0,0,3,0,2,0.0
938476,2,0,0,2,2,3,0.5952817629709132,1.0,0,1.0,1.0,32765,8000.0,0,1,0,1,0.0
112454,2,0,1,1,1,1,0.3482357882933829,0.0,0,1.0,1.0,32765,7000.0,0,0,0,0,1.0
91246,2,0,1,2,2,2,0.3566396714745861,1.0,1,1.0,1.0,10238,8000.0,0,3,0,1,0.0
2743,2,1,1,2,1,2,0.3486591269429803,0.0,0,1.0,0.0,21217,12000.0,0,0,0,0,1.0
248888,3,0,1,1,2,3,0.5594684860915574,1.0,0,0.0,1.0,32765,12000.0,0,0,0,0,1.0
195523,1,0,1,1,2,1,0.514483730987584,0.0,0,0.0,0.0,10238,12000.0,0,0,0,0,1.0
981926,3,1,1,3,3,4,0.5626384060668865,1.0,1,0.0,1.0,10238,13000.0,0,2,1,0,0.0
593426,3,0,1,3,3,3,0.5717246252857962,1.0,0,0.0,1.0,32765,15000.0,0,2,2,1,0.0
235574,4,1,1,4,3,4,0.6510078690171576,1.0,1,1.0,1.0,10238,12000.0,0,5,0,2,0.0
440993,1,0,1,1,3,2,0.3707348173567914,1.0,0,0.0,0.0,10238,12000.0,0,0,0,0,1.0
446993,1,0,1,1,2,1,0.3051450776813433,1.0,0,0.0,0.0,10238,14000.0,0,0,0,0,0.0
82684,2,0,1,2,3,4,0.5744144216758436,1.0,0,0.0,0.0,32765,,0,2,0,5,1.0
301242,2,1,1,2,3,3,0.4500145680826032,1.0,0,0.0,1.0,10238,13000.0,0,1,0,1,0.0
784122,2,0,1,2,3,4,0.6364490959261638,1.0,0,1.0,1.0,10238,,0,0,1,4,0.0
884967,4,0,1,4,3,4,0.4576717029360895,0.0,0,1.0,1.0,10238,,0,4,0,8,0.0
7722,2,1,0,1,2,1,0.3357473732007096,0.0,0,0.0,1.0,10238,15000.0,0,0,0,0,1.0
278557,2,1,1,2,1,1,0.3186947648911332,0.0,0,0.0,1.0,32765,,1,1,2,0,0.0
123443,2,0,1,2,3,4,0.5578403271955679,1.0,1,1.0,1.0,10238,10000.0,0,2,0,0,0.0
112143,1,1,1,1,1,2,0.1924274124285441,0.0,0,0.0,1.0,32765,11000.0,0,0,0,0,1.0
912138,2,0,1,2,3,2,0.3528243251354439,0.0,0,1.0,1.0,32765,11000.0,1,6,1,3,1.0
601305,4,1,1,1,3,4,0.647569234863379,0.0,1,1.0,1.0,10238,11000.0,0,0,0,0,1.0
602274,1,1,1,1,2,3,0.4572362634438549,1.0,1,0.0,0.0,92101,10000.0,0,0,0,0,0.0
352099,2,0,1,2,1,3,0.5042469291759577,1.0,0,0.0,1.0,10238,13000.0,0,0,0,1,0.0
660400,1,0,1,1,2,1,0.3749625006784157,1.0,0,0.0,1.0,10238,15000.0,0,0,0,0,1.0
267614,1,1,1,1,3,4,0.6603156212983624,1.0,0,0.0,1.0,10238,11000.0,1,0,0,0,0.0
974380,3,1,1,3,2,4,0.4169178873741152,1.0,0,0.0,1.0,32765,12000.0,0,3,0,0,0.0
346585,2,1,1,2,2,4,0.6350840347750659,1.0,0,1.0,0.0,10238,17000.0,0,0,1,0,0.0
536135,2,0,1,2,2,3,0.4049288507406456,1.0,0,1.0,1.0,92101,11000.0,0,2,0,0,0.0
75569,3,1,1,3,2,4,0.4956283926329951,0.0,1,1.0,0.0,10238,11000.0,0,2,0,0,0.0
415320,1,0,1,1,1,1,0.3921778349659278,0.0,0,1.0,0.0,10238,,0,0,0,0,1.0
645135,3,1,1,2,2,4,0.5149450496137513,1.0,1,1.0,1.0,10238,11000.0,0,0,0,2,0.0
421596,4,0,1,4,3,4,0.5032225392796313,1.0,1,1.0,1.0,10238,9000.0,0,6,2,10,0.0
164636,2,1,1,2,3,4,0.7140339031205747,1.0,0,1.0,1.0,21217,11000.0,0,0,0,0,1.0
405100,2,0,1,2,2,2,0.3670512395145257,0.0,0,1.0,0.0,10238,14000.0,0,1,0,1,1.0
315223,3,1,1,3,2,3,0.5793929043624154,1.0,0,0.0,0.0,92101,13000.0,0,2,0,0,0.0
628723,3,1,1,3,2,3,0.5584702236402418,1.0,0,0.0,1.0,10238,10000.0,0,1,0,4,0.0
483693,1,1,1,1,2,2,0.2919776582051944,0.0,0,0.0,1.0,32765,12000.0,0,0,0,0,1.0
416795,3,1,1,3,2,3,0.6615841421190086,1.0,0,0.0,1.0,32765,12000.0,0,5,0,0,0.0
712973,1,1,1,1,1,1,0.3788290288330991,0.0,0,0.0,0.0,10238,17000.0,0,0,0,0,1.0
755061,1,1,0,1,2,1,0.3740705590179875,1.0,0,0.0,0.0,10238,15000.0,0,0,0,0,1.0
625426,3,0,1,3,3,4,,1.0,0,0.0,0.0,10238,13000.0,0,3,1,2,0.0
162614,4,0,1,4,3,4,0.4593785751523136,1.0,0,1.0,1.0,10238,13000.0,0,1,0,5,0.0
732843,3,0,1,3,3,3,,1.0,0,0.0,0.0,10238,15000.0,0,2,0,5,0.0
466761,3,1,1,1,3,4,0.4654506837575693,1.0,1,1.0,1.0,10238,11000.0,0,0,0,0,0.0
498232,1,0,0,1,2,3,0.4086866980912735,1.0,0,0.0,1.0,32765,9000.0,0,0,0,0,1.0
170391,4,1,1,3,2,4,0.5888021385021842,1.0,0,1.0,1.0,10238,11000.0,0,2,0,2,0.0
918640,3,0,1,3,2,4,0.61502467895473,1.0,0,1.0,1.0,32765,7000.0,0,3,1,0,0.0
937134,4,1,1,4,2,4,,1.0,0,1.0,1.0,32765,8000.0,0,2,0,0,0.0
